depth [m],age ss09sea06bm [yr],age GICC05modelext [yr],"accumulation, tuned [m ice/yr]",temperature [°C]
2789.95,95380,94675,0.091,-41.1
2790.13,95400,94695,0.091,-40.9
2790.32,95420,94715,0.091,-40.5
2790.51,95440,94735,0.092,-40.2
2790.69,95460,94755,0.092,-39.7
2790.88,95480,94775,0.093,-39.3
2791.07,95500,94795,0.093,-39.1
2791.27,95520,94815,0.094,-38.9
2791.46,95540,94835,0.094,-38.8
2791.65,95560,94855,0.095,-38.9
2791.85,95580,94875,0.095,-39.0
2792.04,95600,94895,0.095,-39.1
2792.24,95620,94915,0.095,-39.1
2792.43,95640,94935,0.095,-39.0
2792.62,95660,94955,0.095,-39.0
2792.82,95680,94975,0.096,-38.9
2793.01,95700,94995,0.096,-39.0
2793.21,95720,95015,0.096,-39.1
2793.41,95740,95035,0.097,-39.2
2793.61,95760,95055,0.097,-39.2
2793.81,95780,95075,0.098,-39.0
2794.00,95800,95095,0.098,-38.5
2794.20,95820,95115,0.098,-38.0
2794.40,95840,95135,0.098,-37.6
2794.60,95860,95155,0.098,-37.4
2794.80,95880,95175,0.098,-37.5
2794.99,95900,95195,0.098,-37.8
2795.19,95920,95215,0.098,-38.3
2795.39,95940,95235,0.098,-38.7
2795.59,95960,95255,0.098,-39.1
2795.79,95980,95275,0.098,-39.3
2795.99,96000,95295,0.098,-39.3
2796.19,96020,95315,0.098,-39.1
2796.39,96040,95335,0.098,-38.7
2796.59,96060,95355,0.098,-38.3
2796.79,96080,95375,0.098,-37.7
2796.98,96100,95395,0.098,-37.4
2797.18,96120,95415,0.098,-37.2
2797.38,96140,95435,0.098,-37.4
2797.58,96160,95455,0.098,-37.8
2797.78,96180,95475,0.098,-38.2
2797.98,96200,95495,0.098,-38.7
2798.18,96220,95515,0.098,-39.0
2798.38,96240,95535,0.098,-39.2
2798.58,96260,95555,0.098,-39.2
2798.78,96280,95575,0.098,-39.0
2798.98,96300,95595,0.098,-38.6
2799.18,96320,95615,0.098,-38.2
2799.38,96340,95635,0.098,-37.9
2799.58,96360,95655,0.099,-37.6
2799.79,96380,95675,0.099,-37.4
2799.99,96400,95695,0.100,-37.4
2800.20,96420,95715,0.100,-37.4
2800.40,96440,95735,0.101,-37.4
2800.61,96460,95755,0.101,-37.4
2800.82,96480,95775,0.101,-37.3
2801.03,96500,95795,0.101,-37.2
2801.23,96520,95815,0.101,-37.2
2801.44,96540,95835,0.101,-37.2
2801.65,96560,95855,0.101,-37.2
2801.85,96580,95875,0.100,-37.2
2802.06,96600,95895,0.100,-37.2
2802.26,96620,95915,0.100,-37.3
2802.47,96640,95935,0.100,-37.5
2802.67,96660,95955,0.100,-37.8
2802.88,96680,95975,0.100,-38.0
2803.09,96700,95995,0.100,-38.1
2803.30,96720,96015,0.100,-38.0
2803.50,96740,96035,0.100,-37.8
2803.71,96760,96055,0.100,-37.4
2803.91,96780,96075,0.100,-37.0
2804.12,96800,96095,0.100,-36.7
2804.33,96820,96115,0.100,-36.6
2804.53,96840,96135,0.100,-36.7
2804.74,96860,96155,0.100,-37.1
2804.95,96880,96175,0.101,-37.5
2805.16,96900,96195,0.101,-37.8
2805.37,96920,96215,0.101,-37.9
2805.58,96940,96235,0.101,-37.7
2805.79,96960,96255,0.101,-37.4
2806.00,96980,96275,0.101,-37.0
2806.21,97000,96295,0.102,-36.8
2806.42,97020,96315,0.102,-36.6
2806.64,97040,96335,0.103,-36.6
2806.85,97060,96355,0.103,-36.4
2807.07,97080,96375,0.104,-36.2
2807.29,97100,96395,0.104,-36.0
2807.51,97120,96415,0.104,-36.0
2807.72,97140,96435,0.104,-36.0
2807.94,97160,96455,0.104,-36.0
2808.16,97180,96475,0.104,-36.0
2808.37,97200,96495,0.103,-35.8
2808.58,97220,96515,0.103,-35.9
2808.79,97240,96535,0.102,-36.1
2809.00,97260,96555,0.101,-36.6
2809.20,97280,96575,0.099,-37.2
2809.41,97300,96595,0.098,-37.9
2809.61,97320,96615,0.098,-38.4
2809.81,97340,96635,0.097,-38.9
2810.01,97360,96655,0.096,-39.3
2810.21,97380,96675,0.096,-39.6
2810.41,97400,96695,0.096,-39.7
2810.61,97420,96715,0.096,-39.6
2810.81,97440,96735,0.097,-39.2
2811.01,97460,96755,0.097,-38.6
2811.22,97480,96775,0.097,-37.7
2811.42,97500,96795,0.098,-36.9
2811.62,97520,96815,0.098,-36.4
2811.83,97540,96835,0.098,-36.4
2812.03,97560,96855,0.099,-36.6
2812.24,97580,96875,0.099,-37.0
2812.44,97600,96895,0.099,-37.5
2812.65,97620,96915,0.099,-37.8
2812.85,97640,96935,0.099,-38.0
2813.06,97660,96955,0.099,-38.2
2813.26,97680,96975,0.098,-38.2
2813.46,97700,96995,0.098,-38.2
2813.66,97720,97015,0.098,-38.1
2813.87,97740,97035,0.098,-38.0
2814.07,97760,97055,0.098,-37.9
2814.28,97780,97075,0.099,-37.8
2814.48,97800,97095,0.099,-37.7
2814.69,97820,97115,0.099,-37.6
2814.89,97840,97135,0.100,-37.4
2815.10,97860,97155,0.100,-37.2
2815.31,97880,97175,0.100,-37.0
2815.52,97900,97195,0.101,-36.9
2815.73,97920,97215,0.101,-36.8
2815.94,97940,97235,0.102,-36.8
2816.15,97960,97255,0.102,-36.8
2816.36,97980,97275,0.102,-36.7
2816.57,98000,97295,0.103,-36.5
2816.78,98020,97315,0.103,-36.4
2817.00,98040,97335,0.103,-36.2
2817.21,98060,97355,0.104,-36.2
2817.43,98080,97375,0.104,-36.3
2817.64,98100,97395,0.105,-36.2
2817.86,98120,97415,0.105,-36.1
2818.08,98140,97435,0.106,-35.8
2818.29,98160,97455,0.105,-35.5
2818.51,98180,97475,0.105,-35.2
2818.72,98200,97495,0.104,-35.0
2818.93,98220,97515,0.104,-35.0
2819.14,98240,97535,0.103,-35.3
2819.36,98260,97555,0.103,-35.9
2819.57,98280,97575,0.103,-36.8
2819.78,98300,97595,0.103,-37.6
2819.99,98320,97615,0.102,-38.1
2820.20,98340,97635,0.102,-38.1
2820.40,98360,97655,0.101,-37.8
2820.61,98380,97675,0.101,-37.3
2820.81,98400,97695,0.100,-36.9
2821.02,98420,97715,0.100,-36.7
2821.22,98440,97735,0.100,-36.7
2821.43,98460,97755,0.101,-36.9
2821.64,98480,97775,0.101,-37.1
2821.84,98500,97795,0.101,-37.3
2822.05,98520,97815,0.101,-37.4
2822.26,98540,97835,0.101,-37.4
2822.46,98560,97855,0.101,-37.4
2822.67,98580,97875,0.101,-37.3
2822.87,98600,97895,0.101,-37.2
2823.08,98620,97915,0.101,-37.1
2823.29,98640,97935,0.101,-37.1
2823.49,98660,97955,0.101,-37.0
2823.70,98680,97975,0.101,-37.1
2823.91,98700,97995,0.102,-37.2
2824.12,98720,98015,0.102,-37.3
2824.32,98740,98035,0.102,-37.2
2824.53,98760,98055,0.102,-37.0
2824.74,98780,98075,0.102,-36.8
2824.95,98800,98095,0.102,-36.6
2825.16,98820,98115,0.102,-36.6
2825.36,98840,98135,0.102,-36.7
2825.57,98860,98155,0.102,-36.9
2825.78,98880,98175,0.102,-36.9
2825.99,98900,98195,0.102,-37.0
2826.19,98920,98215,0.102,-37.0
2826.40,98940,98235,0.101,-37.1
2826.60,98960,98255,0.101,-37.3
2826.81,98980,98275,0.101,-37.5
2827.02,99000,98295,0.101,-37.7
2827.22,99020,98315,0.101,-37.8
2827.43,99040,98335,0.101,-37.7
2827.64,99060,98355,0.102,-37.5
2827.84,99080,98375,0.102,-37.3
2828.05,99100,98395,0.102,-37.1
2828.26,99120,98415,0.103,-36.9
2828.47,99140,98435,0.103,-36.7
2828.68,99160,98455,0.104,-36.6
2828.89,99180,98475,0.105,-36.5
2829.11,99200,98495,0.105,-36.3
2829.32,99220,98515,0.106,-36.2
2829.54,99240,98535,0.106,-35.9
2829.75,99260,98555,0.106,-35.7
2829.97,99280,98575,0.107,-35.6
2830.19,99300,98595,0.107,-35.6
2830.40,99320,98615,0.107,-35.8
2830.62,99340,98635,0.107,-35.9
2830.84,99360,98655,0.108,-36.1
2831.06,99380,98675,0.108,-36.1
2831.28,99400,98695,0.109,-36.1
2831.50,99420,98715,0.109,-35.9
2831.72,99440,98735,0.110,-35.7
2831.95,99460,98755,0.110,-35.4
2832.17,99480,98775,0.111,-35.0
2832.39,99500,98795,0.111,-34.7
2832.62,99520,98815,0.111,-34.4
2832.84,99540,98835,0.111,-34.3
2833.06,99560,98855,0.111,-34.4
2833.29,99580,98875,0.111,-34.8
2833.51,99600,98895,0.110,-35.3
2833.73,99620,98915,0.110,-35.9
2833.94,99640,98935,0.109,-36.2
2834.16,99660,98955,0.108,-36.4
2834.37,99680,98975,0.107,-36.4
2834.58,99700,98995,0.106,-36.6
2834.80,99720,99015,0.105,-37.0
2835.01,99740,99035,0.105,-37.5
2835.22,99760,99055,0.105,-38.0
2835.43,99780,99075,0.105,-38.2
2835.64,99800,99095,0.105,-38.0
2835.85,99820,99115,0.104,-37.7
2836.06,99840,99135,0.104,-37.3
2836.27,99860,99155,0.104,-37.0
2836.48,99880,99175,0.104,-36.9
2836.69,99900,99195,0.105,-37.0
2836.90,99920,99215,0.105,-37.3
2837.11,99940,99235,0.105,-37.4
2837.32,99960,99255,0.106,-37.6
2837.54,99980,99275,0.106,-37.6
2837.75,100000,99295,0.107,-37.6
2837.97,100020,99315,0.107,-37.5
2838.18,100040,99335,0.108,-37.2
2838.40,100060,99355,0.108,-36.8
2838.62,100080,99375,0.108,-36.3
2838.83,100100,99395,0.109,-35.8
2839.05,100120,99415,0.109,-35.5
2839.27,100140,99435,0.109,-35.6
2839.49,100160,99455,0.109,-35.9
2839.70,100180,99475,0.109,-36.4
2839.92,100200,99495,0.110,-36.7
2840.14,100220,99515,0.110,-37.0
2840.36,100240,99535,0.110,-37.1
2840.58,100260,99555,0.110,-37.2
2840.79,100280,99575,0.110,-37.0
2841.01,100300,99595,0.110,-36.7
2841.23,100320,99614,0.110,-36.3
2841.45,100340,99635,0.110,-35.9
2841.67,100360,99655,0.111,-35.8
2841.89,100380,99675,0.111,-35.8
2842.12,100400,99695,0.112,-35.9
2842.34,100420,99715,0.112,-36.0
2842.57,100440,99735,0.112,-35.9
2842.79,100460,99755,0.113,-35.8
2843.01,100480,99775,0.113,-35.6
2843.23,100500,99795,0.113,-35.5
2843.45,100520,99815,0.113,-35.6
2843.68,100540,99835,0.113,-35.7
2843.90,100560,99855,0.114,-35.8
2844.13,100580,99875,0.114,-35.8
2844.35,100600,99895,0.114,-35.8
2844.58,100620,99915,0.114,-35.6
2844.80,100640,99935,0.114,-35.5
2845.03,100660,99955,0.115,-35.4
2845.25,100680,99975,0.115,-35.4
2845.48,100700,99995,0.115,-35.4
2845.70,100720,100015,0.115,-35.3
2845.93,100740,100034,0.115,-35.4
2846.15,100760,100054,0.115,-35.4
2846.38,100780,100075,0.115,-35.3
2846.61,100800,100095,0.115,-35.3
2846.83,100820,100115,0.115,-35.4
2847.06,100840,100135,0.114,-35.6
2847.28,100860,100155,0.114,-36.0
2847.49,100880,100175,0.114,-36.4
2847.72,100900,100194,0.114,-36.7
2847.94,100920,100215,0.114,-36.9
2848.16,100940,100236,0.113,-36.9
2848.38,100960,100256,0.113,-36.8
2848.59,100980,100275,0.113,-36.6
2848.81,101000,100294,0.113,-36.5
2849.03,101020,100315,0.112,-36.4
2849.25,101040,100335,0.112,-36.4
2849.47,101060,100354,0.112,-36.6
2849.69,101080,100375,0.112,-36.9
2849.91,101100,100395,0.112,-37.2
2850.12,101120,100415,0.112,-37.5
2850.34,101140,100435,0.112,-37.5
2850.55,101160,100455,0.112,-37.5
2850.77,101180,100475,0.112,-37.5
2850.99,101200,100495,0.112,-37.4
2851.20,101220,100515,0.112,-37.4
2851.42,101240,100535,0.112,-37.2
2851.63,101260,100555,0.112,-37.0
2851.85,101280,100575,0.113,-37.0
2852.06,101300,100595,0.113,-36.8
2852.28,101320,100615,0.113,-36.8
2852.51,101340,100635,0.113,-36.9
2852.72,101360,100656,0.113,-37.1
2852.94,101380,100675,0.113,-37.4
2853.15,101400,100695,0.113,-37.6
2853.37,101420,100715,0.113,-37.7
2853.58,101440,100735,0.113,-37.6
2853.80,101460,100755,0.113,-37.5
2854.02,101480,100775,0.113,-37.4
2854.23,101500,100795,0.113,-37.4
2854.45,101520,100815,0.113,-37.6
2854.66,101540,100835,0.114,-37.7
2854.88,101560,100855,0.114,-37.8
2855.10,101580,100875,0.114,-37.5
2855.32,101600,100895,0.115,-37.2
2855.54,101620,100915,0.115,-36.9
2855.76,101640,100935,0.115,-36.7
2855.98,101660,100955,0.116,-36.7
2856.21,101680,100975,0.116,-36.7
2856.43,101700,100995,0.116,-36.7
2856.65,101720,101015,0.117,-36.7
2856.87,101740,101035,0.117,-36.8
2857.09,101760,101055,0.117,-37.0
2857.32,101780,101075,0.118,-36.9
2857.54,101800,101095,0.118,-36.7
2857.76,101820,101115,0.118,-36.4
2857.99,101840,101135,0.119,-36.2
2858.22,101860,101155,0.120,-36.1
2858.44,101880,101175,0.120,-36.0
2858.68,101900,101195,0.121,-35.9
2858.91,101920,101215,0.121,-35.7
2859.13,101940,101235,0.120,-35.4
2859.35,101960,101255,0.120,-35.3
2859.57,101980,101275,0.119,-35.5
2859.80,102000,101296,0.119,-36.1
2860.02,102020,101315,0.120,-36.7
2860.25,102040,101335,0.120,-37.2
2860.48,102060,101354,0.120,-37.6
2860.70,102080,101375,0.119,-37.6
2860.93,102100,101395,0.119,-37.4
2861.14,102120,101415,0.118,-37.1
2861.36,102140,101435,0.118,-36.8
2861.59,102160,101455,0.118,-36.6
2861.81,102180,101475,0.119,-36.4
2862.03,102200,101494,0.119,-36.3
2862.27,102220,101515,0.120,-36.5
2862.49,102240,101535,0.120,-36.5
2862.71,102260,101555,0.120,-36.6
2862.93,102280,101575,0.120,-36.8
2863.16,102300,101595,0.120,-36.9
2863.38,102320,101615,0.121,-37.0
2863.61,102340,101634,0.121,-37.1
2863.83,102360,101655,0.121,-37.0
2864.06,102380,101675,0.121,-36.8
2864.28,102400,101696,0.120,-36.6
2864.50,102420,101715,0.120,-36.5
2864.73,102440,101735,0.121,-36.6
2864.95,102460,101755,0.121,-36.7
2865.18,102480,101774,0.122,-36.8
2865.40,102500,101794,0.123,-36.9
2865.64,102520,101815,0.123,-36.7
2865.87,102540,101836,0.124,-36.4
2866.10,102560,101855,0.124,-36.0
2866.32,102580,101875,0.124,-35.9
2866.55,102600,101895,0.124,-35.8
2866.79,102620,101915,0.124,-35.9
2867.02,102640,101935,0.125,-36.0
2867.24,102660,101955,0.125,-36.1
2867.48,102680,101975,0.126,-36.3
2867.71,102700,101995,0.126,-36.3
2867.94,102720,102015,0.126,-36.2
2868.18,102740,102035,0.126,-36.0
2868.41,102760,102055,0.126,-35.8
2868.64,102780,102075,0.126,-35.8
2868.87,102800,102095,0.127,-35.8
2869.10,102820,102115,0.127,-35.8
2869.33,102840,102135,0.127,-35.7
2869.57,102860,102155,0.127,-35.7
2869.80,102880,102175,0.127,-35.8
2870.04,102900,102196,0.127,-35.9
2870.27,102920,102216,0.127,-36.2
2870.50,102940,102235,0.127,-36.3
2870.73,102960,102255,0.127,-36.2
2870.96,102980,102275,0.127,-36.1
2871.20,103000,102295,0.127,-35.9
2871.43,103020,102316,0.127,-35.8
2871.65,103040,102335,0.128,-35.8
2871.89,103060,102355,0.128,-35.7
2872.12,103080,102375,0.129,-35.7
2872.36,103100,102395,0.129,-35.7
2872.60,103120,102415,0.129,-35.9
2872.84,103140,102435,0.129,-35.9
2873.07,103160,102455,0.129,-35.9
2873.30,103180,102475,0.129,-35.8
2873.54,103200,102495,0.128,-35.7
2873.76,103220,102515,0.128,-35.7
2873.99,103240,102535,0.128,-35.7
2874.23,103260,102555,0.128,-35.9
2874.46,103280,102575,0.128,-35.9
2874.69,103300,102595,0.129,-35.9
2874.92,103320,102615,0.129,-35.9
2875.15,103340,102635,0.129,-36.0
2875.38,103360,102655,0.129,-36.1
2875.62,103380,102675,0.129,-36.5
2875.85,103400,102695,0.128,-36.8
2876.09,103420,102715,0.128,-37.0
2876.31,103440,102735,0.128,-37.0
2876.54,103460,102755,0.128,-36.8
2876.77,103480,102775,0.129,-36.3
2877.01,103500,102795,0.130,-35.8
2877.25,103520,102815,0.131,-35.5
2877.48,103540,102835,0.132,-35.3
2877.72,103560,102855,0.133,-35.1
2877.97,103580,102875,0.134,-34.8
2878.21,103600,102895,0.134,-34.4
2878.45,103620,102915,0.135,-34.1
2878.69,103640,102935,0.134,-33.9
2878.93,103660,102955,0.134,-34.1
2879.16,103680,102976,0.134,-34.6
2879.39,103700,102995,0.134,-35.2
2879.63,103720,103015,0.133,-35.8
2879.87,103740,103035,0.133,-36.2
2880.10,103760,103055,0.132,-36.3
2880.33,103780,103075,0.131,-36.2
2880.57,103800,103095,0.131,-35.9
2880.80,103820,103115,0.131,-35.7
2881.04,103840,103135,0.132,-35.4
2881.28,103860,103156,0.132,-35.1
2881.51,103880,103175,0.133,-35.0
2881.74,103900,103195,0.133,-34.9
2881.97,103920,103215,0.133,-35.0
2882.21,103940,103235,0.133,-35.2
2882.45,103960,103255,0.134,-35.4
2882.69,103980,103275,0.134,-35.4
2882.93,104000,103295,0.134,-35.3
2883.17,104020,103315,0.134,-35.3
2883.40,104040,103335,0.133,-35.2
2883.63,104060,103355,0.133,-35.2
2883.86,104080,103375,0.132,-35.3
2884.09,104100,103395,0.132,-35.4
2884.33,104120,103415,0.132,-35.6
2884.56,104140,103435,0.132,-35.8
2884.80,104160,103455,0.132,-36.0
2885.03,104180,103476,0.132,-36.1
2885.26,104200,103495,0.132,-36.1
2885.49,104220,103515,0.132,-36.1
2885.72,104240,103535,0.132,-36.0
2885.95,104260,103555,0.132,-35.9
2886.19,104280,103575,0.133,-35.8
2886.42,104300,103595,0.133,-35.6
2886.66,104320,103615,0.133,-35.4
2886.89,104340,103635,0.133,-35.3
2887.12,104360,103655,0.134,-35.3
2887.36,104380,103675,0.135,-35.4
2887.59,104400,103695,0.135,-35.4
2887.83,104420,103715,0.135,-35.3
2888.06,104440,103735,0.135,-35.1
2888.30,104460,103755,0.136,-34.8
2888.54,104480,103775,0.136,-34.7
2888.78,104500,103796,0.136,-34.9
2889.02,104520,103816,0.136,-35.1
2889.24,104540,103835,0.136,-35.2
2889.48,104560,103855,0.136,-35.1
2889.71,104580,103875,0.135,-35.1
2889.94,104600,103895,0.134,-35.2
2890.18,104620,103915,0.133,-35.4
2890.41,104640,103935,0.132,-35.6
2890.63,104660,103955,0.131,-35.7
2890.85,104680,103975,0.128,-35.7
2891.06,104700,103995,0.126,-35.9
2891.27,104720,104015,0.123,-36.4
2891.48,104740,104035,0.120,-37.5
2891.67,104760,104055,0.118,-39.1
2891.87,104780,104075,0.117,-41.0
2892.08,104800,104095,0.117,-42.8
2892.29,104820,104115,0.117,-44.3
2892.50,104840,104135,0.117,-45.1
2892.69,104860,104155,0.116,-45.5
2892.89,104880,104176,0.115,-45.6
2893.08,104900,104195,0.113,-45.6
2893.27,104920,104214,0.111,-45.6
2893.46,104940,104235,0.111,-45.4
2893.66,104960,104255,0.111,-45.2
2893.86,104980,104276,0.113,-44.9
2894.06,105000,104295,0.115,-44.6
2894.26,105020,104315,0.118,-44.3
2894.48,105040,104335,0.122,-43.9
2894.70,105060,104355,0.126,-43.1
2894.93,105080,104375,0.130,-41.8
2895.17,105100,104395,0.134,-40.0
2895.40,105120,104415,0.136,-38.1
2895.63,105140,104435,0.138,-36.5
2895.87,105160,104455,0.138,-35.8
2896.10,105180,104475,0.138,-35.9
2896.33,105200,104495,0.137,-36.6
2896.56,105220,104515,0.135,-37.8
2896.78,105240,104535,0.132,-39.0
2896.99,105260,104555,0.129,-40.2
2897.20,105280,104575,0.125,-41.2
2897.41,105300,104595,0.121,-41.8
2897.60,105320,104615,0.117,-42.1
2897.78,105340,104635,0.114,-42.7
2897.97,105360,104655,0.111,-42.8
2898.15,105380,104675,0.109,-42.9
2898.33,105400,104696,0.108,-43.0
2898.51,105420,104715,0.107,-43.1
2898.69,105440,104735,0.106,-43.1
2898.86,105460,104755,0.105,-43.1
2899.05,105480,104775,0.105,-43.1
2899.22,105500,104795,0.104,-43.1
2899.40,105520,104815,0.104,-43.2
2899.57,105540,104835,0.104,-43.3
2899.75,105560,104855,0.104,-43.4
2899.93,105580,104875,0.105,-43.5
2900.11,105600,104895,0.105,-43.5
2900.29,105620,104915,0.106,-43.4
2900.47,105640,104935,0.106,-43.2
2900.65,105660,104955,0.106,-42.9
2900.82,105680,104975,0.106,-42.6
2901.00,105700,104995,0.105,-42.3
2901.17,105720,105015,0.105,-42.0
2901.35,105740,105035,0.105,-41.8
2901.53,105760,105055,0.105,-41.9
2901.70,105780,105075,0.105,-42.1
2901.88,105800,105095,0.106,-42.6
2902.06,105820,105115,0.106,-43.1
2902.24,105840,105134,0.107,-43.5
2902.43,105860,105154,0.107,-43.6
2902.61,105880,105175,0.107,-43.4
2902.79,105900,105195,0.107,-42.9
2902.97,105920,105215,0.107,-42.3
2903.15,105940,105235,0.106,-41.8
2903.33,105960,105255,0.106,-41.5
2903.50,105980,105275,0.106,-41.4
2903.69,106000,105295,0.106,-41.6
2903.87,106020,105315,0.107,-41.9
2904.05,106040,105335,0.108,-42.2
2904.23,106060,105355,0.109,-42.4
2904.42,106080,105375,0.110,-42.6
2904.61,106100,105395,0.111,-42.7
2904.80,106120,105415,0.113,-42.6
2905.00,106140,105435,0.115,-42.2
2905.20,106160,105455,0.117,-41.6
2905.41,106180,105475,0.119,-40.7
2905.62,106200,105495,0.121,-39.8
2905.83,106220,105515,0.124,-38.9
2906.05,106240,105536,0.126,-38.3
2906.26,106260,105556,0.129,-37.9
2906.49,106280,105575,0.132,-37.7
2906.72,106300,105595,0.134,-37.5
2906.95,106320,105615,0.136,-37.3
2907.18,106340,105634,0.137,-37.2
2907.43,106360,105655,0.138,-37.1
2907.66,106380,105675,0.139,-36.9
2907.90,106400,105695,0.139,-36.8
2908.14,106420,105715,0.140,-36.6
2908.38,106440,105735,0.141,-36.6
2908.62,106460,105755,0.141,-36.7
2908.86,106480,105775,0.141,-36.9
2909.09,106500,105795,0.141,-37.1
2909.33,106520,105815,0.141,-37.2
2909.57,106540,105835,0.142,-37.1
2909.82,106560,105855,0.142,-36.8
2910.06,106580,105875,0.142,-36.5
2910.30,106600,105895,0.142,-36.1
2910.54,106620,105915,0.142,-35.9
2910.78,106640,105935,0.142,-35.9
2911.03,106660,105954,0.143,-36.1
2911.29,106680,105975,0.143,-36.5
2911.53,106700,105995,0.143,-36.9
2911.77,106720,106015,0.143,-37.2
2912.01,106740,106035,0.142,-37.4
2912.25,106760,106055,0.141,-37.6
2912.49,106780,106075,0.140,-37.7
2912.73,106800,106095,0.140,-37.7
2912.96,106820,106115,0.139,-37.6
2913.20,106840,106135,0.137,-37.5
2913.43,106860,106155,0.136,-37.4
2913.66,106880,106175,0.135,-37.4
2913.89,106900,106195,0.134,-37.8
2914.11,106920,106215,0.133,-38.5
2914.34,106940,106235,0.133,-39.5
2914.57,106960,106255,0.133,-40.5
2914.80,106980,106275,0.133,-41.1
2915.03,107000,106295,0.133,-41.1
2915.26,107020,106315,0.133,-40.5
2915.48,107040,106335,0.134,-39.5
2915.71,107060,106355,0.134,-38.5
2915.95,107080,106375,0.136,-37.7
2916.19,107100,106395,0.138,-37.3
2916.43,107120,106415,0.140,-37.1
2916.69,107140,106435,0.141,-37.1
2916.93,107160,106455,0.142,-37.1
2917.17,107180,106475,0.142,-37.3
2917.41,107200,106495,0.143,-37.5
2917.65,107220,106515,0.143,-37.7
2917.90,107240,106535,0.144,-37.8
2918.14,107260,106555,0.144,-37.8
2918.39,107280,106575,0.145,-37.7
2918.63,107300,106595,0.145,-37.5
2918.88,107320,106615,0.145,-37.1
2919.13,107340,106634,0.146,-36.5
2919.38,107360,106655,0.145,-35.9
2919.63,107380,106675,0.144,-35.4
2919.87,107400,106695,0.141,-35.2
2920.10,107420,106715,0.138,-35.6
2920.32,107440,106735,0.135,-36.7
2920.54,107460,106755,0.132,-38.5
2920.76,107480,106775,0.129,-40.9
2920.97,107500,106795,0.126,-43.3
2921.19,107520,106815,0.124,-45.3
2921.40,107540,106836,0.122,-46.5
2921.60,107560,106855,0.121,-46.7
2921.80,107580,106875,0.120,-45.9
2922.00,107600,106895,0.119,-44.5
2922.22,107620,106915,0.120,-42.8
2922.44,107640,106935,0.122,-40.9
2922.65,107660,106955,0.124,-39.3
2922.88,107680,106975,0.126,-38.3
2923.10,107700,106995,0.128,-38.0
2923.33,107720,107015,0.130,-38.0
2923.57,107740,107035,0.131,-38.2
2923.80,107760,107055,0.132,-38.6
2924.03,107780,107075,0.133,-38.9
2924.27,107800,107095,0.133,-39.2
2924.50,107820,107115,0.132,-39.3
2924.74,107840,107135,0.132,-39.2
2924.97,107860,107155,0.132,-38.9
2925.20,107880,107175,0.131,-38.6
2925.44,107900,107195,0.131,-38.2
2925.67,107920,107215,0.131,-38.0
2925.91,107940,107235,0.131,-38.1
2926.14,107960,107255,0.131,-38.4
2926.38,107980,107275,0.131,-38.7
2926.62,108000,107295,0.130,-39.1
2926.85,108020,107315,0.129,-39.4
2927.08,108040,107335,0.128,-39.7
2927.31,108060,107355,0.127,-40.0
2927.54,108080,107375,0.127,-40.2
2927.76,108100,107395,0.127,-40.3
2927.99,108120,107415,0.127,-40.2
2928.22,108140,107435,0.127,-40.0
2928.45,108160,107455,0.127,-39.9
2928.68,108180,107475,0.127,-39.8
2928.91,108200,107495,0.127,-39.9
2929.14,108220,107515,0.127,-40.0
2929.37,108240,107535,0.127,-40.1
2929.60,108260,107555,0.127,-40.0
2929.83,108280,107575,0.127,-39.8
2930.06,108300,107595,0.128,-39.5
2930.29,108320,107615,0.128,-39.5
2930.52,108340,107635,0.129,-39.6
2930.75,108360,107655,0.130,-39.8
2930.99,108380,107675,0.130,-40.0
2931.22,108400,107695,0.131,-40.0
2931.45,108420,107715,0.131,-39.8
2931.70,108440,107735,0.131,-39.4
2931.93,108460,107755,0.131,-38.9
2932.17,108480,107775,0.132,-38.6
2932.40,108500,107795,0.132,-38.4
2932.64,108520,107815,0.132,-38.4
2932.87,108540,107835,0.132,-38.6
2933.10,108560,107855,0.132,-38.8
2933.34,108580,107875,0.133,-39.0
2933.58,108600,107895,0.134,-39.2
2933.82,108620,107915,0.135,-39.2
2934.06,108640,107935,0.136,-39.0
2934.30,108660,107955,0.136,-38.7
2934.54,108680,107975,0.137,-38.2
2934.79,108700,107995,0.138,-37.7
2935.03,108720,108015,0.139,-37.3
2935.28,108740,108035,0.140,-37.0
2935.54,108760,108055,0.141,-36.8
2935.79,108780,108075,0.143,-36.7
2936.04,108800,108095,0.144,-36.5
2936.29,108820,108115,0.144,-36.3
2936.54,108840,108135,0.145,-36.0
2936.79,108860,108155,0.144,-35.7
2937.04,108880,108175,0.143,-35.4
2937.27,108900,108195,0.140,-35.4
2937.50,108920,108215,0.135,-35.7
2937.72,108940,108235,0.130,-36.4
2937.94,108960,108255,0.124,-37.6
2938.15,108980,108275,0.119,-39.1
2938.33,109000,108295,0.113,-40.9
2938.52,109020,108315,0.107,-42.8
2938.71,109040,108335,0.102,-44.6
2938.87,109060,108355,0.097,-46.2
2939.04,109080,108375,0.092,-47.4
2939.21,109100,108396,0.088,-48.4
2939.35,109120,108415,0.084,-49.2
2939.50,109140,108435,0.081,-49.7
2939.65,109160,108456,0.078,-49.9
2939.79,109180,108475,0.076,-49.8
2939.93,109200,108494,0.075,-49.4
2940.07,109220,108514,0.073,-48.8
2940.21,109240,108535,0.073,-48.2
2940.35,109260,108556,0.072,-47.7
2940.49,109280,108575,0.072,-47.5
2940.63,109300,108595,0.072,-47.6
