depth [m],age ss09sea06bm [yr],age GICC05modelext [yr],"accumulation, tuned [m ice/yr]",temperature [°C]
2054.73,37800,37716,0.084,-37.9
2055.29,37820,37736,0.084,-37.9
2055.83,37840,37755,0.084,-38.0
2056.38,37860,37775,0.084,-38.0
2056.92,37880,37794,0.084,-38.1
2057.47,37900,37812,0.084,-38.2
2058.00,37920,37830,0.084,-38.2
2058.53,37940,37849,0.083,-38.3
2059.06,37960,37867,0.084,-38.4
2059.59,37980,37885,0.084,-38.4
2060.12,38000,37902,0.085,-38.2
2060.65,38020,37918,0.086,-38.0
2061.21,38040,37938,0.088,-37.7
2061.77,38060,37957,0.089,-37.5
2062.32,38080,37975,0.090,-37.3
2062.89,38100,37993,0.091,-37.2
2063.47,38120,38012,0.092,-37.1
2064.04,38140,38031,0.093,-37.0
2064.60,38160,38048,0.093,-37.0
2065.17,38180,38066,0.094,-37.0
2065.74,38200,38084,0.096,-36.8
2066.32,38220,38103,0.097,-36.4
2066.91,38240,38120,0.099,-36.1
2067.52,38260,38138,0.099,-35.8
2068.13,38280,38156,0.098,-35.9
2068.73,38300,38175,0.095,-36.4
2069.27,38320,38192,0.091,-37.3
2069.77,38340,38210,0.084,-38.8
2070.24,38360,38231,0.078,-40.6
2070.65,38380,38256,0.071,-42.4
2071.01,38400,38279,0.065,-43.7
2071.35,38420,38301,0.060,-44.7
2071.68,38440,38319,0.056,-45.4
2072.00,38460,38338,0.054,-45.8
2072.32,38480,38356,0.053,-46.0
2072.64,38500,38376,0.053,-45.9
2072.96,38520,38398,0.053,-45.7
2073.28,38540,38420,0.053,-45.4
2073.60,38560,38441,0.053,-45.3
2073.92,38580,38460,0.053,-45.4
2074.23,38600,38484,0.052,-45.7
2074.55,38620,38502,0.052,-46.0
2074.85,38640,38522,0.051,-46.4
2075.16,38660,38543,0.051,-46.7
2075.46,38680,38564,0.050,-46.9
2075.75,38700,38582,0.050,-46.9
2076.05,38720,38601,0.049,-46.8
2076.34,38740,38623,0.048,-46.8
2076.62,38760,38642,0.048,-46.9
2076.90,38780,38659,0.047,-47.2
2077.18,38800,38679,0.046,-47.6
2077.45,38820,38698,0.046,-48.2
2077.73,38840,38717,0.045,-48.7
2078.00,38860,38735,0.045,-48.9
2078.26,38880,38752,0.044,-48.9
2078.52,38900,38769,0.044,-48.8
2078.79,38920,38785,0.044,-48.6
2079.05,38940,38802,0.044,-48.6
2079.33,38960,38822,0.045,-48.5
2079.61,38980,38838,0.046,-48.4
2079.90,39000,38861,0.047,-48.3
2080.18,39020,38880,0.048,-48.0
2080.48,39040,38901,0.049,-47.7
2080.79,39060,38922,0.049,-47.4
2081.09,39080,38941,0.050,-47.1
2081.39,39100,38958,0.049,-46.8
2081.68,39120,38975,0.049,-46.8
2081.96,39140,38994,0.048,-47.2
2082.24,39160,39012,0.047,-48.0
2082.51,39180,39029,0.045,-49.0
2082.77,39200,39046,0.044,-49.8
2083.03,39220,39064,0.043,-50.3
2083.28,39240,39083,0.042,-50.5
2083.53,39260,39101,0.042,-50.4
2083.77,39280,39118,0.041,-50.3
2084.02,39300,39138,0.041,-50.0
2084.28,39320,39155,0.042,-49.6
2084.54,39340,39172,0.042,-49.1
2084.79,39360,39189,0.042,-48.9
2085.04,39380,39206,0.043,-48.8
2085.31,39400,39225,0.043,-49.0
2085.57,39420,39243,0.043,-49.3
2085.83,39440,39260,0.044,-49.5
2086.09,39460,39280,0.044,-49.6
2086.35,39480,39299,0.044,-49.5
2086.61,39500,39317,0.043,-49.3
2086.87,39520,39336,0.044,-49.2
2087.13,39540,39356,0.044,-49.2
2087.40,39560,39374,0.044,-49.2
2087.67,39580,39390,0.044,-49.2
2087.94,39600,39408,0.044,-49.0
2088.20,39620,39426,0.044,-48.8
2088.46,39640,39443,0.044,-48.7
2088.71,39660,39461,0.044,-48.8
2088.98,39680,39482,0.044,-49.3
2089.26,39700,39504,0.045,-49.7
2089.53,39720,39524,0.045,-49.9
2089.80,39740,39543,0.045,-49.5
2090.06,39760,39561,0.045,-48.9
2090.32,39780,39582,0.045,-48.4
2090.59,39800,39600,0.045,-48.3
2090.87,39820,39621,0.046,-48.6
2091.15,39840,39640,0.046,-48.9
2091.43,39860,39663,0.047,-48.9
2091.71,39880,39684,0.046,-48.7
2091.97,39900,39703,0.046,-48.6
2092.24,39920,39724,0.046,-48.6
2092.52,39940,39744,0.046,-48.7
2092.79,39960,39766,0.046,-48.9
2093.06,39980,39787,0.045,-49.1
2093.32,40000,39807,0.045,-49.3
2093.59,40020,39828,0.045,-49.5
2093.86,40040,39850,0.046,-49.7
2094.15,40060,39869,0.046,-49.8
2094.43,40080,39887,0.048,-49.4
2094.73,40100,39905,0.050,-48.7
2095.03,40120,39924,0.052,-47.8
2095.36,40140,39946,0.055,-46.8
2095.72,40160,39968,0.059,-45.7
2096.09,40180,39989,0.063,-44.6
2096.48,40200,40008,0.066,-43.6
2096.89,40220,40028,0.069,-42.8
2097.32,40240,40049,0.072,-42.3
2097.76,40260,40070,0.073,-41.9
2098.20,40280,40090,0.074,-41.7
2098.63,40300,40110,0.072,-41.8
2099.04,40320,40130,0.070,-42.3
2099.43,40340,40150,0.066,-43.3
2099.78,40360,40169,0.062,-44.7
2100.11,40380,40187,0.059,-46.3
2100.44,40400,40205,0.056,-47.5
2100.74,40420,40224,0.053,-48.0
2101.03,40440,40244,0.051,-48.0
2101.32,40460,40263,0.050,-47.8
2101.62,40480,40279,0.050,-47.7
2101.92,40500,40299,0.050,-47.5
2102.22,40520,40318,0.051,-47.4
2102.52,40540,40336,0.051,-47.4
2102.83,40560,40354,0.051,-47.3
2103.13,40580,40371,0.051,-47.3
2103.43,40600,40390,0.052,-47.3
2103.74,40620,40410,0.052,-47.2
2104.04,40640,40433,0.052,-47.2
2104.34,40660,40454,0.052,-47.2
2104.65,40680,40475,0.052,-47.2
2104.95,40700,40494,0.051,-47.1
2105.24,40720,40513,0.050,-47.1
2105.53,40740,40531,0.049,-47.2
2105.81,40760,40549,0.048,-47.5
2106.09,40780,40568,0.047,-48.0
2106.36,40800,40586,0.046,-48.6
2106.62,40820,40603,0.045,-49.1
2106.88,40840,40619,0.044,-49.5
2107.14,40860,40635,0.043,-49.6
2107.38,40880,40650,0.042,-49.5
2107.63,40900,40665,0.041,-49.4
2107.87,40920,40680,0.041,-49.2
2108.10,40940,40696,0.040,-49.1
2108.34,40960,40714,0.040,-49.3
2108.59,40980,40728,0.040,-49.6
2108.84,41000,40742,0.041,-50.0
2109.09,41020,40758,0.042,-50.1
2109.35,41040,40777,0.043,-49.7
2109.62,41060,40794,0.044,-48.9
2109.89,41080,40811,0.045,-47.7
2110.17,41100,40828,0.046,-46.5
2110.46,41120,40847,0.048,-45.7
2110.77,41140,40865,0.049,-45.2
2111.08,41160,40883,0.051,-45.0
2111.40,41180,40902,0.052,-44.9
2111.73,41200,40921,0.054,-44.7
2112.07,41220,40942,0.055,-44.3
2112.41,41240,40962,0.057,-43.8
2112.78,41260,40980,0.060,-42.9
2113.16,41280,40999,0.063,-41.9
2113.56,41300,41017,0.065,-40.9
2113.98,41320,41038,0.068,-39.9
2114.42,41340,41060,0.071,-39.0
2114.87,41360,41084,0.072,-38.4
2115.32,41380,41105,0.073,-38.3
2115.76,41400,41125,0.073,-38.3
2116.21,41420,41146,0.074,-38.6
2116.66,41440,41164,0.073,-38.8
2117.11,41460,41184,0.073,-38.7
2117.56,41480,41203,0.074,-38.4
2118.00,41500,41223,0.074,-38.2
2118.47,41520,41243,0.075,-38.1
2118.94,41540,41261,0.076,-37.9
2119.41,41560,41280,0.077,-37.5
2119.88,41580,41298,0.078,-37.1
2120.36,41600,41318,0.079,-36.8
2120.85,41620,41338,0.080,-36.5
2121.35,41640,41358,0.082,-36.0
2121.85,41660,41378,0.082,-35.4
2122.36,41680,41397,0.082,-35.1
2122.88,41700,41415,0.081,-35.1
2123.36,41720,41432,0.077,-36.0
2123.80,41740,41449,0.072,-37.8
2124.20,41760,41468,0.066,-40.3
2124.55,41780,41487,0.060,-43.0
2124.86,41800,41509,0.055,-45.2
2125.16,41820,41528,0.050,-46.7
2125.43,41840,41545,0.047,-47.7
2125.70,41860,41562,0.045,-48.3
2125.97,41880,41581,0.043,-48.7
2126.23,41900,41602,0.043,-48.6
2126.50,41920,41621,0.043,-48.4
2126.76,41940,41638,0.043,-48.1
2127.02,41960,41657,0.043,-48.0
2127.29,41980,41676,0.042,-48.0
2127.55,42000,41693,0.042,-48.1
2127.80,42020,41711,0.042,-48.1
2128.06,42040,41729,0.042,-48.3
2128.31,42060,41748,0.042,-48.6
2128.56,42080,41767,0.041,-49.1
2128.82,42100,41786,0.041,-49.4
2129.08,42120,41804,0.041,-49.5
2129.32,42140,41822,0.041,-49.2
2129.57,42160,41839,0.041,-48.8
2129.81,42180,41857,0.041,-48.5
2130.06,42200,41876,0.041,-48.5
2130.32,42220,41895,0.041,-48.7
2130.57,42240,41915,0.041,-49.0
2130.83,42260,41932,0.041,-49.1
2131.08,42280,41950,0.041,-49.1
2131.32,42300,41969,0.041,-49.0
2131.57,42320,41988,0.041,-49.1
2131.82,42340,42007,0.041,-49.3
2132.07,42360,42026,0.041,-49.3
2132.33,42380,42045,0.042,-49.3
2132.59,42400,42063,0.042,-49.1
2132.85,42420,42081,0.043,-48.9
2133.12,42440,42100,0.043,-48.5
2133.39,42460,42120,0.044,-48.1
2133.66,42480,42142,0.045,-47.6
2133.94,42500,42162,0.045,-47.2
2134.22,42520,42184,0.046,-47.2
2134.50,42540,42204,0.047,-47.3
2134.80,42560,42227,0.048,-47.3
2135.11,42580,42248,0.050,-47.1
2135.42,42600,42268,0.051,-46.5
2135.74,42620,42286,0.053,-45.6
2136.07,42640,42304,0.055,-44.6
2136.41,42660,42322,0.056,-43.8
2136.76,42680,42343,0.058,-43.4
2137.12,42700,42365,0.059,-43.3
2137.48,42720,42385,0.059,-43.4
2137.83,42740,42405,0.059,-43.5
2138.17,42760,42425,0.058,-43.8
2138.51,42780,42443,0.058,-44.2
2138.86,42800,42462,0.057,-44.8
2139.19,42820,42481,0.056,-45.3
2139.53,42840,42499,0.056,-45.5
2139.85,42860,42518,0.056,-45.4
2140.18,42880,42537,0.056,-45.3
2140.52,42900,42555,0.057,-45.1
2140.88,42920,42575,0.058,-44.9
2141.23,42940,42596,0.059,-44.5
2141.58,42960,42615,0.061,-43.9
2141.95,42980,42635,0.062,-43.4
2142.33,43000,42657,0.064,-43.0
2142.73,43020,42677,0.066,-42.5
2143.12,43040,42699,0.068,-41.9
2143.53,43060,42722,0.069,-41.5
2143.94,43080,42744,0.071,-41.2
2144.36,43100,42767,0.072,-41.0
2144.79,43120,42792,0.073,-40.8
2145.21,43140,42814,0.074,-40.7
2145.64,43160,42834,0.075,-40.5
2146.07,43180,42854,0.075,-40.4
2146.52,43200,42874,0.076,-40.3
2146.96,43220,42893,0.077,-40.0
2147.41,43240,42913,0.078,-39.7
2147.86,43260,42933,0.079,-39.5
2148.32,43280,42953,0.081,-39.3
2148.79,43300,42974,0.082,-39.1
2149.26,43320,42996,0.084,-38.7
2149.74,43340,43017,0.085,-38.2
2150.23,43360,43038,0.087,-37.7
2150.73,43380,43060,0.087,-37.4
2151.23,43400,43080,0.087,-37.4
2151.72,43420,43101,0.087,-37.7
2152.20,43440,43120,0.085,-38.3
2152.66,43460,43139,0.083,-39.1
2153.12,43480,43158,0.081,-39.9
2153.54,43500,43175,0.079,-40.6
2153.96,43520,43191,0.077,-41.2
2154.39,43540,43209,0.077,-41.5
2154.81,43560,43227,0.077,-41.5
2155.23,43580,43245,0.077,-41.1
2155.67,43600,43263,0.078,-40.5
2156.11,43620,43281,0.078,-40.1
2156.55,43640,43299,0.077,-40.0
2156.96,43660,43316,0.074,-40.5
2157.35,43680,43333,0.071,-41.7
2157.71,43700,43354,0.067,-43.5
2158.04,43720,43377,0.062,-45.5
2158.34,43740,43400,0.058,-47.2
2158.62,43760,43421,0.054,-48.6
2158.89,43780,43439,0.050,-49.7
2159.14,43800,43457,0.047,-50.6
2159.38,43820,43474,0.045,-51.3
2159.61,43840,43490,0.043,-51.8
2159.84,43860,43507,0.042,-52.0
2160.06,43880,43526,0.040,-52.3
2160.27,43900,43543,0.039,-52.6
2160.48,43920,43559,0.039,-53.1
2160.70,43940,43577,0.039,-53.6
2160.91,43960,43595,0.039,-54.1
2161.13,43980,43612,0.039,-54.2
2161.35,44000,43630,0.040,-54.0
2161.58,44020,43648,0.041,-53.4
2161.81,44040,43665,0.042,-52.5
2162.04,44060,43683,0.043,-51.5
2162.29,44080,43701,0.044,-50.6
2162.53,44100,43721,0.045,-49.8
2162.79,44120,43741,0.046,-49.5
2163.05,44140,43761,0.047,-49.4
2163.32,44160,43781,0.048,-49.5
2163.59,44180,43802,0.048,-49.5
2163.85,44200,43822,0.048,-49.4
2164.11,44220,43841,0.048,-49.2
2164.36,44240,43859,0.047,-49.2
2164.61,44260,43877,0.046,-49.5
2164.85,44280,43896,0.046,-50.1
2165.10,44300,43916,0.046,-50.9
2165.35,44320,43933,0.045,-51.6
2165.60,44340,43952,0.045,-52.0
2165.85,44360,43971,0.045,-51.9
2166.09,44380,43988,0.045,-51.1
2166.33,44400,44006,0.044,-50.2
2166.57,44420,44025,0.044,-49.6
2166.80,44440,44044,0.043,-49.4
2167.04,44460,44061,0.043,-49.8
2167.28,44480,44081,0.043,-50.5
2167.52,44500,44103,0.043,-51.3
2167.76,44520,44119,0.043,-51.9
2167.99,44540,44137,0.043,-52.3
2168.22,44560,44154,0.042,-52.3
2168.45,44580,44171,0.042,-52.0
2168.68,44600,44188,0.042,-51.4
2168.91,44620,44205,0.042,-50.8
2169.14,44640,44220,0.042,-50.5
2169.38,44660,44237,0.042,-50.5
2169.62,44680,44253,0.043,-50.8
2169.87,44700,44271,0.045,-50.9
2170.14,44720,44289,0.046,-50.6
2170.41,44740,44307,0.048,-49.8
2170.68,44760,44327,0.050,-48.8
2170.98,44780,44346,0.053,-47.6
2171.29,44800,44365,0.056,-46.4
2171.62,44820,44384,0.059,-45.1
2171.97,44840,44404,0.062,-43.9
2172.34,44860,44426,0.065,-42.9
2172.72,44880,44446,0.067,-42.2
2173.10,44900,44465,0.068,-41.9
2173.48,44920,44485,0.067,-42.0
2173.84,44940,44504,0.066,-42.5
2174.20,44960,44524,0.064,-43.2
2174.54,44980,44542,0.062,-44.1
2174.86,45000,44564,0.059,-45.0
2175.17,45020,44583,0.057,-45.8
2175.48,45040,44604,0.056,-46.5
2175.78,45060,44623,0.055,-46.7
2176.09,45080,44647,0.055,-46.6
2176.41,45100,44668,0.056,-46.1
2176.73,45120,44687,0.056,-45.3
2177.05,45140,44705,0.057,-44.5
2177.37,45160,44725,0.058,-43.8
2177.70,45180,44746,0.058,-43.6
2178.04,45200,44767,0.059,-43.8
2178.37,45220,44786,0.058,-44.1
2178.69,45240,44806,0.058,-44.4
2179.00,45260,44824,0.057,-44.7
2179.31,45280,44843,0.056,-44.9
2179.62,45300,44862,0.055,-45.2
2179.93,45320,44882,0.055,-45.5
2180.23,45340,44901,0.055,-45.5
2180.55,45360,44920,0.056,-45.1
2180.86,45380,44939,0.057,-44.6
2181.19,45400,44959,0.058,-44.0
2181.52,45420,44979,0.059,-43.4
2181.85,45440,44999,0.060,-42.9
2182.19,45460,45018,0.061,-42.6
2182.53,45480,45037,0.061,-42.6
2182.87,45500,45056,0.062,-42.7
2183.21,45520,45075,0.062,-42.8
2183.55,45540,45095,0.062,-42.7
2183.89,45560,45113,0.063,-42.6
2184.22,45580,45132,0.063,-42.4
2184.57,45600,45151,0.064,-42.1
2184.92,45620,45172,0.064,-41.9
2185.27,45640,45195,0.065,-41.6
2185.62,45660,45216,0.065,-41.3
2185.97,45680,45237,0.065,-41.2
2186.32,45700,45258,0.065,-41.3
2186.66,45720,45277,0.065,-41.5
2187.00,45740,45297,0.065,-41.7
2187.34,45760,45316,0.065,-41.7
2187.67,45780,45335,0.065,-41.8
2188.01,45800,45354,0.065,-41.7
2188.35,45820,45375,0.067,-41.5
2188.70,45840,45393,0.068,-41.0
2189.06,45860,45413,0.070,-40.3
2189.44,45880,45432,0.073,-39.6
2189.82,45900,45451,0.075,-38.9
2190.20,45920,45472,0.076,-38.4
2190.59,45940,45491,0.077,-38.2
2190.98,45960,45508,0.078,-38.3
2191.37,45980,45526,0.079,-38.4
2191.76,46000,45544,0.079,-38.5
2192.15,46020,45564,0.080,-38.3
2192.54,46040,45583,0.081,-38.0
2192.94,46060,45602,0.082,-37.6
2193.34,46080,45622,0.084,-37.2
2193.76,46100,45640,0.085,-36.9
2194.18,46120,45660,0.086,-36.8
2194.59,46140,45680,0.087,-36.6
2195.00,46160,45700,0.087,-36.5
2195.41,46180,45720,0.088,-36.5
2195.83,46200,45738,0.088,-36.5
2196.25,46220,45758,0.088,-36.5
2196.66,46240,45777,0.088,-36.4
2197.06,46260,45794,0.089,-36.3
2197.48,46280,45812,0.089,-36.3
2197.89,46300,45830,0.089,-36.4
2198.30,46320,45849,0.090,-36.3
2198.72,46340,45868,0.090,-36.1
2199.13,46360,45887,0.091,-35.9
2199.55,46380,45906,0.091,-35.8
2199.97,46400,45926,0.091,-35.8
2200.38,46420,45945,0.092,-35.9
2200.79,46440,45965,0.092,-36.0
2201.21,46460,45985,0.094,-35.9
2201.64,46480,46006,0.095,-35.5
2202.07,46500,46026,0.097,-34.9
2202.53,46520,46046,0.099,-34.4
2202.98,46540,46066,0.101,-34.1
2203.43,46560,46085,0.101,-34.1
2203.89,46580,46104,0.101,-34.4
2204.33,46600,46124,0.101,-34.6
2204.77,46620,46142,0.100,-34.8
2205.20,46640,46161,0.100,-34.8
2205.64,46660,46179,0.100,-34.7
2206.09,46680,46198,0.101,-34.6
2206.54,46700,46217,0.101,-34.4
2206.99,46720,46237,0.101,-34.3
2207.44,46740,46257,0.101,-34.4
2207.88,46760,46278,0.101,-34.5
2208.32,46780,46296,0.101,-34.6
2208.76,46800,46316,0.100,-34.8
2209.20,46820,46334,0.099,-34.9
2209.64,46840,46353,0.099,-35.0
2210.07,46860,46371,0.099,-35.0
2210.51,46880,46389,0.099,-35.0
2210.95,46900,46408,0.100,-34.9
2211.39,46920,46428,0.102,-34.7
2211.85,46940,46448,0.103,-34.4
2212.32,46960,46468,0.105,-34.0
2212.79,46980,46488,0.106,-33.7
2213.27,47000,46510,0.106,-33.6
2213.75,47020,46532,0.105,-33.8
2214.21,47040,46552,0.105,-34.1
2214.66,47060,46570,0.104,-34.5
2215.12,47080,46588,0.103,-34.7
2215.58,47100,46606,0.104,-34.6
2216.05,47120,46626,0.105,-34.2
2216.53,47140,46643,0.106,-33.8
2217.02,47160,46660,0.108,-33.4
2217.52,47180,46679,0.109,-33.3
2218.02,47200,46697,0.110,-33.2
2218.51,47220,46714,0.111,-33.1
2219.01,47240,46733,0.111,-33.0
2219.51,47260,46752,0.111,-33.0
2220.02,47280,46771,0.111,-32.8
2220.52,47300,46789,0.110,-32.7
2221.02,47320,46806,0.107,-33.0
2221.50,47340,46823,0.102,-33.8
2221.93,47360,46842,0.096,-35.3
2222.34,47380,46862,0.090,-37.5
2222.71,47400,46886,0.083,-39.7
2223.05,47420,46909,0.076,-41.7
2223.34,47440,46929,0.069,-43.2
2223.62,47460,46948,0.064,-44.3
2223.89,47480,46968,0.060,-44.9
2224.15,47500,46988,0.057,-45.2
2224.41,47520,47008,0.056,-45.4
2224.67,47540,47027,0.055,-45.4
2224.92,47560,47046,0.055,-45.3
2225.18,47580,47065,0.055,-45.1
2225.44,47600,47082,0.055,-44.9
2225.69,47620,47102,0.055,-44.7
2225.95,47640,47121,0.054,-44.7
2226.21,47660,47140,0.054,-44.9
2226.46,47680,47159,0.054,-45.2
2226.71,47700,47178,0.054,-45.6
2226.97,47720,47196,0.054,-45.8
2227.22,47740,47214,0.054,-45.8
2227.47,47760,47233,0.053,-45.7
2227.72,47780,47252,0.054,-45.8
2227.98,47800,47272,0.054,-45.8
2228.24,47820,47292,0.055,-45.6
2228.50,47840,47310,0.055,-45.2
2228.76,47860,47328,0.054,-44.8
2229.01,47880,47347,0.054,-44.5
2229.25,47900,47366,0.053,-44.5
2229.50,47920,47386,0.052,-45.0
2229.75,47940,47404,0.051,-45.7
2229.98,47960,47423,0.051,-46.6
2230.22,47980,47443,0.050,-47.3
2230.45,48000,47459,0.049,-47.8
2230.68,48020,47478,0.049,-48.1
2230.92,48040,47496,0.049,-48.1
2231.15,48060,47517,0.050,-47.8
2231.39,48080,47537,0.051,-47.1
2231.65,48100,47557,0.052,-46.2
2231.90,48120,47576,0.053,-45.3
2232.16,48140,47597,0.054,-44.6
2232.42,48160,47619,0.054,-44.3
2232.68,48180,47640,0.054,-44.3
2232.93,48200,47660,0.054,-44.6
2233.18,48220,47680,0.053,-45.3
2233.43,48240,47700,0.052,-46.2
2233.66,48260,47720,0.051,-47.1
2233.90,48280,47741,0.050,-47.8
2234.13,48300,47760,0.050,-48.2
2234.37,48320,47779,0.049,-48.2
2234.60,48340,47797,0.049,-48.0
2234.83,48360,47814,0.049,-47.6
2235.06,48380,47832,0.049,-47.0
2235.30,48400,47851,0.050,-46.4
2235.54,48420,47871,0.050,-45.9
2235.79,48440,47892,0.051,-45.8
2236.03,48460,47914,0.051,-46.1
2236.27,48480,47934,0.051,-46.4
2236.52,48500,47955,0.052,-46.7
2236.77,48520,47977,0.051,-46.8
2237.00,48540,47997,0.051,-46.9
2237.23,48560,48016,0.050,-47.0
2237.46,48580,48037,0.049,-47.0
2237.68,48600,48056,0.048,-47.1
2237.90,48620,48076,0.047,-47.2
2238.11,48640,48095,0.046,-47.5
2238.33,48660,48114,0.045,-48.0
2238.54,48680,48134,0.045,-48.7
2238.75,48700,48152,0.044,-49.3
2238.96,48720,48170,0.044,-49.7
2239.17,48740,48188,0.044,-49.7
2239.37,48760,48206,0.043,-49.4
2239.58,48780,48224,0.044,-49.0
2239.79,48800,48243,0.044,-48.8
2240.01,48820,48261,0.045,-48.6
2240.23,48840,48279,0.046,-48.4
2240.46,48860,48299,0.047,-48.1
2240.70,48880,48319,0.048,-47.6
2240.94,48900,48339,0.050,-47.0
2241.19,48920,48358,0.051,-46.5
2241.45,48940,48379,0.053,-46.1
2241.72,48960,48400,0.055,-45.7
2242.00,48980,48424,0.057,-45.4
2242.28,49000,48447,0.059,-44.9
2242.58,49020,48470,0.061,-44.4
2242.89,49040,48492,0.063,-43.9
2243.21,49060,48513,0.065,-43.4
2243.53,49080,48533,0.066,-42.8
2243.86,49100,48553,0.067,-42.5
2244.19,49120,48575,0.068,-42.3
2244.52,49140,48597,0.069,-42.4
2244.85,49160,48616,0.069,-42.6
2245.19,49180,48637,0.069,-42.8
2245.52,49200,48659,0.068,-42.9
2245.85,49220,48682,0.068,-42.9
2246.19,49240,48704,0.068,-42.8
2246.52,49260,48724,0.068,-42.6
2246.86,49280,48744,0.069,-42.4
2247.19,49300,48765,0.069,-42.3
2247.54,49320,48786,0.071,-42.3
2247.90,49340,48806,0.072,-42.1
2248.26,49360,48827,0.074,-41.8
2248.64,49380,48849,0.076,-41.1
2249.02,49400,48870,0.078,-40.3
2249.42,49420,48891,0.081,-39.5
2249.83,49440,48913,0.083,-38.9
2250.25,49460,48935,0.085,-38.5
2250.68,49480,48956,0.085,-38.2
2251.10,49500,48976,0.085,-38.2
2251.52,49520,48996,0.083,-38.4
2251.92,49540,49016,0.080,-38.8
2252.30,49560,49035,0.077,-39.5
2252.65,49580,49053,0.074,-40.5
2253.00,49600,49072,0.072,-41.4
2253.35,49620,49092,0.071,-42.1
2253.70,49640,49112,0.071,-42.1
2254.05,49660,49132,0.072,-41.3
2254.41,49680,49152,0.075,-40.1
2254.81,49700,49172,0.078,-38.8
2255.23,49720,49194,0.081,-37.8
2255.66,49740,49217,0.082,-37.2
2256.08,49760,49238,0.081,-37.0
2256.48,49780,49258,0.078,-37.4
2256.84,49800,49277,0.074,-38.5
2257.16,49820,49294,0.068,-40.0
2257.45,49840,49312,0.063,-41.6
2257.74,49860,49331,0.058,-42.9
2258.00,49880,49350,0.055,-43.9
2258.25,49900,49367,0.052,-44.6
2258.51,49920,49385,0.050,-45.2
2258.76,49940,49403,0.049,-45.4
2259.01,49960,49424,0.049,-45.5
2259.26,49980,49443,0.049,-45.3
2259.52,50000,49462,0.050,-44.9
2259.78,50020,49481,0.051,-44.4
2260.04,50040,49499,0.052,-43.9
2260.31,50060,49518,0.053,-43.5
2260.58,50080,49537,0.054,-43.2
2260.87,50100,49557,0.055,-42.9
2261.16,50120,49579,0.057,-42.7
2261.46,50140,49600,0.058,-42.5
2261.77,50160,49621,0.059,-42.1
2262.08,50180,49640,0.060,-41.6
2262.39,50200,49660,0.061,-41.2
2262.70,50220,49680,0.062,-41.0
2263.02,50240,49701,0.063,-41.0
2263.35,50260,49720,0.063,-41.0
2263.67,50280,49738,0.064,-41.0
2263.99,50300,49758,0.063,-41.0
2264.31,50320,49778,0.063,-41.0
2264.63,50340,49796,0.063,-41.0
2264.95,50360,49816,0.063,-41.0
2265.27,50380,49835,0.062,-41.2
2265.58,50400,49852,0.061,-41.4
2265.89,50420,49870,0.061,-41.6
2266.20,50440,49888,0.060,-41.9
2266.50,50460,49908,0.060,-42.2
2266.80,50480,49927,0.060,-42.4
2267.11,50500,49946,0.060,-42.4
2267.42,50520,49965,0.061,-42.2
2267.73,50540,49984,0.061,-41.8
2268.05,50560,50004,0.062,-41.3
2268.37,50580,50025,0.063,-40.9
2268.69,50600,50046,0.063,-40.6
2269.01,50620,50067,0.063,-40.6
2269.33,50640,50086,0.063,-40.9
2269.65,50660,50105,0.063,-41.4
2269.97,50680,50124,0.062,-41.8
2270.28,50700,50143,0.062,-42.0
2270.59,50720,50162,0.062,-42.0
2270.89,50740,50181,0.061,-41.9
2271.20,50760,50199,0.061,-41.7
2271.51,50780,50217,0.061,-41.6
2271.82,50800,50238,0.061,-41.5
2272.13,50820,50257,0.061,-41.6
2272.44,50840,50276,0.061,-41.8
2272.74,50860,50294,0.061,-42.0
2273.05,50880,50313,0.061,-42.2
2273.36,50900,50331,0.061,-42.3
2273.66,50920,50349,0.061,-42.3
2273.97,50940,50369,0.061,-42.0
2274.28,50960,50388,0.062,-41.7
2274.59,50980,50405,0.062,-41.5
2274.90,51000,50423,0.063,-41.3
2275.23,51020,50442,0.064,-41.3
2275.55,51040,50464,0.064,-41.3
2275.88,51060,50484,0.065,-41.1
2276.20,51080,50502,0.065,-40.8
2276.52,51100,50519,0.065,-40.6
2276.85,51120,50540,0.065,-40.7
2277.17,51140,50558,0.065,-41.0
2277.50,51160,50577,0.065,-41.2
2277.82,51180,50595,0.065,-41.4
2278.14,51200,50614,0.065,-41.5
2278.46,51220,50633,0.065,-41.4
2278.78,51240,50653,0.065,-41.2
2279.11,51260,50672,0.065,-40.9
2279.43,51280,50690,0.066,-40.9
2279.76,51300,50708,0.066,-40.9
2280.09,51320,50727,0.066,-40.9
2280.41,51340,50747,0.065,-41.0
2280.73,51360,50766,0.065,-41.1
2281.05,51380,50783,0.064,-41.4
2281.36,51400,50803,0.064,-41.7
2281.68,51420,50822,0.064,-41.9
2282.00,51440,50841,0.064,-41.9
2282.32,51460,50861,0.064,-41.7
2282.63,51480,50879,0.064,-41.4
2282.94,51500,50898,0.064,-41.3
2283.26,51520,50916,0.064,-41.4
2283.58,51540,50934,0.064,-41.6
2283.90,51560,50953,0.064,-41.9
2284.21,51580,50972,0.064,-42.0
2284.53,51600,50991,0.064,-41.9
2284.85,51620,51009,0.065,-41.6
2285.17,51640,51028,0.065,-41.4
2285.49,51660,51047,0.065,-41.2
2285.81,51680,51065,0.065,-41.0
2286.13,51700,51082,0.065,-41.1
2286.45,51720,51100,0.065,-41.4
