entity_id,entity_name,site_id,site_name,latitude,longitude,distance_NGRIP,number,mean_off18O,std_off18O,mean_off18O_20,std_off18O_20,number20,mean_off18O_40,std_off18O_40,number40,mean_off18O_60,std_off18O_60,number60,mean_off18O_80,std_off18O_80,number80,mean_off13C,std_off13C,mean_var18_stad,mean_var18_interstad,abruptness50,abruptness100,continent,new_region
124,LC-1,48,Leviathan cave,37.89,-115.58,5483.187976020652,34919,-0.629227227100003,-0.629227227100003,-0.5780068454266664,0.0555335030256984,3,-0.4710335260771425,0.2254788909957326,7,-0.4353633912399992,0.1782596631706554,2,-0.575599390449999,0.2499916940032351,2,-0.4289336683776286,0.6695982408198146,1.0,1.0,0.0,0.0,2.0,2.0
124,LC-1,48,Leviathan cave,37.89,-115.58,5483.187976020652,38831,-0.5858080947599991,-0.5858080947599991,-0.5780068454266664,0.0555335030256984,3,-0.4710335260771425,0.2254788909957326,7,-0.4353633912399992,0.1782596631706554,2,-0.575599390449999,0.2499916940032351,2,-0.4289336683776286,0.6695982408198146,1.0,1.0,0.0,0.0,2.0,2.0
124,LC-1,48,Leviathan cave,37.89,-115.58,5483.187976020652,40922,-0.4765244041999992,-0.4765244041999992,-0.5780068454266664,0.0555335030256984,3,-0.4710335260771425,0.2254788909957326,7,-0.4353633912399992,0.1782596631706554,2,-0.575599390449999,0.2499916940032351,2,-0.4289336683776286,0.6695982408198146,1.0,1.0,0.0,0.0,2.0,2.0
124,LC-1,48,Leviathan cave,37.89,-115.58,5483.187976020652,43361,-0.4297840927599985,-0.4297840927599985,-0.5780068454266664,0.0555335030256984,3,-0.4710335260771425,0.2254788909957326,7,-0.4353633912399992,0.1782596631706554,2,-0.575599390449999,0.2499916940032351,2,-0.4289336683776286,0.6695982408198146,1.0,1.0,0.0,0.0,2.0,2.0
124,LC-1,48,Leviathan cave,37.89,-115.58,5483.187976020652,47725,-0.1405833770400004,-0.1405833770400004,-0.5780068454266664,0.0555335030256984,3,-0.4710335260771425,0.2254788909957326,7,-0.4353633912399992,0.1782596631706554,2,-0.575599390449999,0.2499916940032351,2,-0.4289336683776286,0.6695982408198146,1.0,1.0,0.0,0.0,2.0,2.0
124,LC-1,48,Leviathan cave,37.89,-115.58,5483.187976020652,48567,-0.558925112859999,-0.558925112859999,-0.5780068454266664,0.0555335030256984,3,-0.4710335260771425,0.2254788909957326,7,-0.4353633912399992,0.1782596631706554,2,-0.575599390449999,0.2499916940032351,2,-0.4289336683776286,0.6695982408198146,1.0,1.0,0.0,0.0,2.0,2.0
124,LC-1,48,Leviathan cave,37.89,-115.58,5483.187976020652,54995,-0.7999358973799975,-0.7999358973799975,-0.5780068454266664,0.0555335030256984,3,-0.4710335260771425,0.2254788909957326,7,-0.4353633912399992,0.1782596631706554,2,-0.575599390449999,0.2499916940032351,2,-0.4289336683776286,0.6695982408198146,1.0,1.0,0.0,0.0,2.0,2.0
124,LC-1,48,Leviathan cave,37.89,-115.58,5483.187976020652,58557,-0.6418713154400013,-0.6418713154400013,-0.5780068454266664,0.0555335030256984,3,-0.4710335260771425,0.2254788909957326,7,-0.4353633912399992,0.1782596631706554,2,-0.575599390449999,0.2499916940032351,2,-0.4289336683776286,0.6695982408198146,1.0,1.0,0.0,0.0,2.0,2.0
124,LC-1,48,Leviathan cave,37.89,-115.58,5483.187976020652,59625,-0.2496104828600014,-0.2496104828600014,-0.5780068454266664,0.0555335030256984,3,-0.4710335260771425,0.2254788909957326,7,-0.4353633912399992,0.1782596631706554,2,-0.575599390449999,0.2499916940032351,2,-0.4289336683776286,0.6695982408198146,1.0,1.0,0.0,0.0,2.0,2.0
124,LC-1,48,Leviathan cave,37.89,-115.58,5483.187976020652,74171,-0.3093147745999989,-0.3093147745999989,-0.5780068454266664,0.0555335030256984,3,-0.4710335260771425,0.2254788909957326,7,-0.4353633912399992,0.1782596631706554,2,-0.575599390449999,0.2499916940032351,2,-0.4289336683776286,0.6695982408198146,1.0,1.0,0.0,0.0,2.0,2.0
124,LC-1,48,Leviathan cave,37.89,-115.58,5483.187976020652,77763,-0.5614120078799996,-0.5614120078799996,-0.5780068454266664,0.0555335030256984,3,-0.4710335260771425,0.2254788909957326,7,-0.4353633912399992,0.1782596631706554,2,-0.575599390449999,0.2499916940032351,2,-0.4289336683776286,0.6695982408198146,1.0,1.0,0.0,0.0,2.0,2.0
124,LC-1,48,Leviathan cave,37.89,-115.58,5483.187976020652,85695,-0.7523702125199989,-0.7523702125199989,-0.5780068454266664,0.0555335030256984,3,-0.4710335260771425,0.2254788909957326,7,-0.4353633912399992,0.1782596631706554,2,-0.575599390449999,0.2499916940032351,2,-0.4289336683776286,0.6695982408198146,1.0,1.0,0.0,0.0,2.0,2.0
124,LC-1,48,Leviathan cave,37.89,-115.58,5483.187976020652,87341,-0.398828568379999,-0.398828568379999,-0.5780068454266664,0.0555335030256984,3,-0.4710335260771425,0.2254788909957326,7,-0.4353633912399992,0.1782596631706554,2,-0.575599390449999,0.2499916940032351,2,-0.4289336683776286,0.6695982408198146,1.0,1.0,0.0,0.0,2.0,2.0
134,7H-2,55,Sieben Hengste cave,46.75,7.81,3917.628526827987,22384,-0.1693203497615272,-0.1693203497615272,-0.3355908782359223,0.2920284810192586,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
134,7H-2,55,Sieben Hengste cave,46.75,7.81,3917.628526827987,27803,-0.1646666666666671,-0.1646666666666671,-0.3355908782359223,0.2920284810192586,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
134,7H-2,55,Sieben Hengste cave,46.75,7.81,3917.628526827987,29050,-0.6727856182795726,-0.6727856182795726,-0.3355908782359223,0.2920284810192586,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
135,7H-3,55,Sieben Hengste cave,46.75,7.81,3917.628526827987,23186,-0.5594999999999981,-0.5594999999999981,-0.5594999999999981,,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,,1.0,1.0,0.0,0.0,1.0,1.0
153,XL-1,69,Xinglong cave,40.5,117.5,7075.88612317602,54260,1.1403888888888891,1.1403888888888891,0.0,0.0,0,1.022037851037851,0.16737364284987,2,0.0,0.0,0,0.0,0.0,0,0.2531576617826614,0.3902709246758201,1.0,1.0,0.0,0.0,5.0,5.0
153,XL-1,69,Xinglong cave,40.5,117.5,7075.88612317602,55996,0.9036868131868124,0.9036868131868124,0.0,0.0,0,1.022037851037851,0.16737364284987,2,0.0,0.0,0,0.0,0.0,0,0.2531576617826614,0.3902709246758201,1.0,1.0,0.0,0.0,5.0,5.0
155,AB-DC-01,70,Abaco Island cave,26.23,-77.16,5775.961374436306,27924,0.895454545454546,0.895454545454546,0.895454545454546,,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.2425974025974029,,1.0,1.0,0.0,0.0,2.0,3.0
157,AB-DC-12,70,Abaco Island cave,26.23,-77.16,5775.961374436306,38795,1.513483146067415,1.513483146067415,1.513483146067415,,1,0.5248341972355132,0.2229122425841582,6,0.0,0.0,0,0.0,0.0,0,0.8878079073663047,0.9096991659470852,1.0,1.0,0.0,0.0,2.0,3.0
157,AB-DC-12,70,Abaco Island cave,26.23,-77.16,5775.961374436306,40072,0.2199999999999997,0.2199999999999997,1.513483146067415,,1,0.5248341972355132,0.2229122425841582,6,0.0,0.0,0,0.0,0.0,0,0.8878079073663047,0.9096991659470852,1.0,1.0,0.0,0.0,2.0,3.0
157,AB-DC-12,70,Abaco Island cave,26.23,-77.16,5775.961374436306,41418,0.3974999999999999,0.3974999999999999,1.513483146067415,,1,0.5248341972355132,0.2229122425841582,6,0.0,0.0,0,0.0,0.0,0,0.8878079073663047,0.9096991659470852,1.0,1.0,0.0,0.0,2.0,3.0
